,BPYPN
2020-02-11,25.350000381469727
2020-02-12,25.3799991607666
2020-02-13,25.3799991607666
2020-02-14,25.3700008392334
2020-02-18,25.399999618530273
2020-02-19,25.479999542236328
2020-02-20,25.510000228881836
2020-02-21,25.56800079345703
2020-02-24,25.479999542236328
2020-02-25,25.34000015258789
2020-02-26,25.25
2020-02-27,24.959999084472656
2020-02-28,24.489999771118164
2020-03-02,24.239999771118164
2020-03-03,24.299999237060547
2020-03-04,24.719999313354492
2020-03-05,24.579999923706055
2020-03-06,24.100000381469727
2020-03-09,21.3799991607666
2020-03-10,21.809999465942383
2020-03-11,20.34000015258789
2020-03-12,15.420000076293945
2020-03-13,18.0
2020-03-16,14.0
2020-03-17,12.770000457763672
2020-03-18,8.0
2020-03-19,10.09000015258789
2020-03-20,10.0600004196167
2020-03-23,9.699999809265137
2020-03-24,12.460000038146973
2020-03-25,15.326000213623047
2020-03-26,16.450000762939453
2020-03-27,14.699999809265137
2020-03-30,14.970000267028809
2020-03-31,14.0
2020-04-01,13.050000190734863
2020-04-02,13.800000190734863
2020-04-03,14.0
2020-04-06,15.010000228881836
2020-04-07,16.149999618530273
2020-04-08,18.280000686645508
2020-04-09,19.3799991607666
2020-04-13,18.31999969482422
2020-04-14,19.049999237060547
2020-04-15,18.899999618530273
2020-04-16,19.06999969482422
2020-04-17,19.530000686645508
2020-04-20,19.200000762939453
2020-04-21,18.260000228881836
2020-04-22,18.55500030517578
2020-04-23,18.889999389648438
2020-04-24,18.780000686645508
2020-04-27,19.469999313354492
2020-04-28,19.719999313354492
2020-04-29,19.93000030517578
2020-04-30,20.0
2020-05-01,19.8799991607666
2020-05-04,19.860000610351562
2020-05-05,19.549999237060547
2020-05-06,19.0
2020-05-07,19.0
2020-05-08,19.600000381469727
2020-05-11,19.774999618530273
2020-05-12,19.329999923706055
2020-05-13,18.235000610351562
2020-05-14,17.25
2020-05-15,17.639999389648438
2020-05-18,17.84000015258789
2020-05-19,17.950000762939453
2020-05-20,17.65999984741211
2020-05-21,17.25
2020-05-22,17.559999465942383
2020-05-26,17.82900047302246
2020-05-27,18.5
2020-05-28,18.770000457763672
2020-05-29,18.0
2020-06-01,18.3700008392334
2020-06-02,18.1200008392334
2020-06-03,18.559999465942383
2020-06-04,18.770000457763672
2020-06-05,19.799999237060547
2020-06-08,20.170000076293945
2020-06-09,19.68000030517578
2020-06-10,19.350000381469727
2020-06-11,17.84000015258789
2020-06-12,17.68000030517578
2020-06-15,17.719999313354492
2020-06-16,18.139999389648438
2020-06-17,17.899999618530273
2020-06-18,17.899999618530273
2020-06-19,17.969999313354492
2020-06-22,17.6200008392334
2020-06-23,17.69499969482422
2020-06-24,17.059999465942383
2020-06-25,16.899999618530273
2020-06-26,16.229999542236328
2020-06-29,16.270000457763672
2020-06-30,16.559999465942383
2020-07-01,16.670000076293945
2020-07-02,17.049999237060547
2020-07-06,17.200000762939453
2020-07-07,16.979999542236328
2020-07-08,16.420000076293945
2020-07-09,16.950000762939453
2020-07-10,16.969999313354492
2020-07-13,16.950000762939453
2020-07-14,16.770000457763672
2020-07-15,16.989999771118164
2020-07-16,17.040000915527344
2020-07-17,17.065000534057617
2020-07-20,17.110000610351562
2020-07-21,17.079999923706055
2020-07-22,16.8799991607666
2020-07-23,16.969999313354492
2020-07-24,17.059999465942383
2020-07-27,17.375
2020-07-28,17.31999969482422
2020-07-29,17.899999618530273
2020-07-30,18.079999923706055
2020-07-31,18.0
2020-08-03,18.3700008392334
2020-08-04,18.110000610351562
2020-08-05,18.0
2020-08-06,17.850000381469727
2020-08-07,17.6299991607666
2020-08-10,18.030000686645508
2020-08-11,18.299999237060547
2020-08-12,19.43000030517578
2020-08-13,19.020000457763672
2020-08-14,19.399999618530273
2020-08-17,19.350000381469727
2020-08-18,19.850000381469727
2020-08-19,19.84000015258789
2020-08-20,19.719999313354492
2020-08-21,19.969999313354492
2020-08-24,20.309999465942383
2020-08-25,20.1200008392334
2020-08-26,20.020000457763672
2020-08-27,19.989999771118164
2020-08-28,19.950000762939453
2020-08-31,19.81999969482422
2020-09-01,19.649999618530273
2020-09-02,19.559999465942383
2020-09-03,19.43000030517578
2020-09-04,19.420000076293945
2020-09-08,19.25
2020-09-09,19.200000762939453
2020-09-10,19.200000762939453
2020-09-11,19.3700008392334
2020-09-14,19.29199981689453
2020-09-15,19.2549991607666
2020-09-16,19.25
2020-09-17,19.0
2020-09-18,19.0
2020-09-21,18.899999618530273
2020-09-22,18.952999114990234
2020-09-23,18.110000610351562
2020-09-24,17.969999313354492
2020-09-25,18.25
2020-09-28,18.489999771118164
2020-09-29,18.260000228881836
2020-09-30,17.8700008392334
2020-10-01,17.989999771118164
2020-10-02,17.989999771118164
2020-10-05,18.190000534057617
2020-10-06,18.18000030517578
2020-10-07,18.549999237060547
2020-10-08,18.979999542236328
2020-10-09,19.329999923706055
2020-10-12,19.3799991607666
2020-10-13,19.479999542236328
2020-10-14,19.0
2020-10-15,19.1200008392334
2020-10-16,19.15999984741211
2020-10-19,19.09000015258789
2020-10-20,19.290000915527344
2020-10-21,19.510000228881836
2020-10-22,19.670000076293945
2020-10-23,19.969999313354492
2020-10-26,19.829999923706055
2020-10-27,19.690000534057617
2020-10-28,19.299999237060547
2020-10-29,19.309999465942383
2020-10-30,19.399999618530273
2020-11-02,19.309999465942383
2020-11-03,19.0
2020-11-04,19.229999542236328
2020-11-05,19.850000381469727
2020-11-06,19.549999237060547
2020-11-09,19.979999542236328
2020-11-10,20.81999969482422
2020-11-11,21.889999389648438
2020-11-12,21.389999389648438
2020-11-13,21.780000686645508
2020-11-16,22.5
2020-11-17,22.25
2020-11-18,22.280000686645508
2020-11-19,22.100000381469727
2020-11-20,22.459999084472656
2020-11-23,22.68000030517578
2020-11-24,22.649999618530273
2020-11-25,22.711999893188477
2020-11-27,22.989999771118164
2020-11-30,22.540000915527344
2020-12-01,22.59000015258789
2020-12-02,22.649999618530273
2020-12-03,22.709999084472656
2020-12-04,22.959999084472656
2020-12-07,22.65999984741211
2020-12-08,22.809999465942383
2020-12-09,22.610000610351562
2020-12-10,22.485000610351562
2020-12-11,22.479999542236328
2020-12-14,22.309999465942383
2020-12-15,22.18000030517578
2020-12-16,22.045000076293945
2020-12-17,22.030000686645508
2020-12-18,21.81999969482422
2020-12-21,21.6200008392334
2020-12-22,21.399999618530273
2020-12-23,21.219999313354492
2020-12-24,21.229999542236328
2020-12-28,21.399999618530273
2020-12-29,21.329999923706055
2020-12-30,21.549999237060547
2020-12-31,21.399999618530273
2021-01-04,23.15999984741211
2021-01-05,23.15999984741211
2021-01-06,23.290000915527344
2021-01-07,23.18000030517578
2021-01-08,23.200000762939453
2021-01-11,22.920000076293945
2021-01-12,22.84000015258789
2021-01-13,22.729999542236328
2021-01-14,23.149999618530273
2021-01-15,23.149999618530273
2021-01-19,23.100000381469727
2021-01-20,23.190000534057617
2021-01-21,23.100000381469727
2021-01-22,23.18000030517578
2021-01-25,23.139999389648438
2021-01-26,23.190000534057617
2021-01-27,23.010000228881836
2021-01-28,23.19499969482422
2021-01-29,23.25
2021-02-01,23.219999313354492
2021-02-02,23.420000076293945
2021-02-03,23.260000228881836
2021-02-04,23.440000534057617
2021-02-05,23.520000457763672
2021-02-08,23.510000228881836
2021-02-09,23.559999465942383
2021-02-10,23.520000457763672
2021-02-11,23.110000610351562
2021-02-12,23.09000015258789
2021-02-16,22.65999984741211
2021-02-17,22.520000457763672
2021-02-18,22.299999237060547
2021-02-19,22.350000381469727
2021-02-22,22.780000686645508
2021-02-23,22.549999237060547
2021-02-24,22.309999465942383
2021-02-25,22.1299991607666
2021-02-26,21.920000076293945
2021-03-01,22.15999984741211
2021-03-02,22.0
2021-03-03,22.190000534057617
2021-03-04,22.42799949645996
2021-03-05,22.770000457763672
2021-03-08,22.829999923706055
2021-03-09,23.040000915527344
2021-03-10,23.450000762939453
2021-03-11,23.600000381469727
2021-03-12,23.334999084472656
2021-03-15,23.549999237060547
2021-03-16,23.489999771118164
2021-03-17,23.440000534057617
2021-03-18,22.959999084472656
2021-03-19,23.100000381469727
2021-03-22,23.440000534057617
2021-03-23,23.299999237060547
2021-03-24,23.3799991607666
2021-03-25,23.349000930786133
2021-03-26,23.549999237060547
2021-03-29,23.639999389648438
2021-03-30,23.920000076293945
2021-03-31,24.829999923706055
2021-04-01,24.479999542236328
2021-04-05,24.445999145507812
2021-04-06,24.31999969482422
2021-04-07,24.360000610351562
2021-04-08,24.020000457763672
2021-04-09,23.979999542236328
2021-04-12,23.549999237060547
2021-04-13,23.924999237060547
2021-04-14,23.75
2021-04-15,23.649999618530273
2021-04-16,23.940000534057617
2021-04-19,24.020000457763672
2021-04-20,24.1200008392334
2021-04-21,24.280000686645508
2021-04-22,24.299999237060547
2021-04-23,24.3799991607666
2021-04-26,24.600000381469727
2021-04-27,24.5
2021-04-28,24.499000549316406
2021-04-29,24.399999618530273
2021-04-30,23.700000762939453
2021-05-03,24.075000762939453
2021-05-04,23.979999542236328
2021-05-05,23.799999237060547
2021-05-06,23.979999542236328
2021-05-07,24.139999389648438
2021-05-10,23.989999771118164
2021-05-11,23.75
2021-05-12,23.48900032043457
2021-05-13,23.889999389648438
2021-05-14,23.700000762939453
