,BSMR
2019-09-26,25.02199935913086
2019-09-27,25.02199935913086
2019-09-30,25.02199935913086
2019-10-01,25.02199935913086
2019-10-02,25.09000015258789
2019-10-03,25.09000015258789
2019-10-04,25.09000015258789
2019-10-07,25.09000015258789
2019-10-08,25.09000015258789
2019-10-09,25.09000015258789
2019-10-10,25.09000015258789
2019-10-11,25.09000015258789
2019-10-14,25.09000015258789
2019-10-15,25.09000015258789
2019-10-16,25.09000015258789
2019-10-17,25.09000015258789
2019-10-18,25.09000015258789
2019-10-21,25.09000015258789
2019-10-22,25.09000015258789
2019-10-23,25.09000015258789
2019-10-24,25.09000015258789
2019-10-25,25.09000015258789
2019-10-28,25.09000015258789
2019-10-29,24.8700008392334
2019-10-30,24.8700008392334
2019-10-31,24.8700008392334
2019-11-01,24.8700008392334
2019-11-04,24.950000762939453
2019-11-05,24.8700008392334
2019-11-06,24.8700008392334
2019-11-07,24.8700008392334
2019-11-08,24.8700008392334
2019-11-11,24.8700008392334
2019-11-12,24.8700008392334
2019-11-13,24.829999923706055
2019-11-14,24.867000579833984
2019-11-15,24.867000579833984
2019-11-18,24.84000015258789
2019-11-19,24.84000015258789
2019-11-20,24.940000534057617
2019-11-21,24.940000534057617
2019-11-22,24.940000534057617
2019-11-25,24.940000534057617
2019-11-26,24.90999984741211
2019-11-27,24.90999984741211
2019-11-29,24.90999984741211
2019-12-02,24.90999984741211
2019-12-03,24.90999984741211
2019-12-04,24.90999984741211
2019-12-05,24.90999984741211
2019-12-06,24.905000686645508
2019-12-09,24.934999465942383
2019-12-10,24.940000534057617
2019-12-11,24.940000534057617
2019-12-12,24.940000534057617
2019-12-13,24.940000534057617
2019-12-16,24.940000534057617
2019-12-17,24.975000381469727
2019-12-18,24.975000381469727
2019-12-19,24.979999542236328
2019-12-20,24.940000534057617
2019-12-23,24.940000534057617
2019-12-24,24.940000534057617
2019-12-26,24.93000030517578
2019-12-27,24.934999465942383
2019-12-30,24.950000762939453
2019-12-31,24.950000762939453
2020-01-02,24.959999084472656
2020-01-03,24.959999084472656
2020-01-06,25.084999084472656
2020-01-07,25.084999084472656
2020-01-08,25.13800048828125
2020-01-09,25.145000457763672
2020-01-10,25.145000457763672
2020-01-13,25.145000457763672
2020-01-14,25.15999984741211
2020-01-15,25.15999984741211
2020-01-16,25.2450008392334
2020-01-17,25.280000686645508
2020-01-21,25.243000030517578
2020-01-22,25.229999542236328
2020-01-23,25.229999542236328
2020-01-24,25.229999542236328
2020-01-27,25.389999389648438
2020-01-28,25.389999389648438
2020-01-29,25.389999389648438
2020-01-30,25.440000534057617
2020-01-31,25.475000381469727
2020-02-03,25.469999313354492
2020-02-04,25.40999984741211
2020-02-05,25.3700008392334
2020-02-06,25.364999771118164
2020-02-07,25.364999771118164
2020-02-10,25.450000762939453
2020-02-11,25.469999313354492
2020-02-12,25.459999084472656
2020-02-13,25.459999084472656
2020-02-14,25.459999084472656
2020-02-18,25.510000228881836
2020-02-19,25.530000686645508
2020-02-20,25.579999923706055
2020-02-21,25.684999465942383
2020-02-24,25.684999465942383
2020-02-25,25.684999465942383
2020-02-26,25.80699920654297
2020-02-27,25.80699920654297
2020-02-28,25.827999114990234
2020-03-02,25.889999389648438
2020-03-03,25.809999465942383
2020-03-04,25.790000915527344
2020-03-05,25.799999237060547
2020-03-06,25.799999237060547
2020-03-09,25.799999237060547
2020-03-10,25.799999237060547
2020-03-11,25.799999237060547
2020-03-12,24.218000411987305
2020-03-13,24.218000411987305
2020-03-16,24.218000411987305
2020-03-17,23.993000030517578
2020-03-18,23.68899917602539
2020-03-19,23.079999923706055
2020-03-20,23.079999923706055
2020-03-23,22.360000610351562
2020-03-24,22.790000915527344
2020-03-25,22.790000915527344
2020-03-26,22.790000915527344
2020-03-27,22.790000915527344
2020-03-30,24.69499969482422
2020-03-31,24.540000915527344
2020-04-01,23.78499984741211
2020-04-02,23.78499984741211
2020-04-03,23.795000076293945
2020-04-06,23.795000076293945
2020-04-07,23.795000076293945
2020-04-08,23.795000076293945
2020-04-09,24.2549991607666
2020-04-13,24.2549991607666
2020-04-14,24.2549991607666
2020-04-15,24.399999618530273
2020-04-16,24.510000228881836
2020-04-17,24.485000610351562
2020-04-20,24.485000610351562
2020-04-21,24.364999771118164
2020-04-22,24.364999771118164
2020-04-23,24.364999771118164
2020-04-24,24.364999771118164
2020-04-27,24.364999771118164
2020-04-28,24.364999771118164
2020-04-29,24.364999771118164
2020-04-30,23.823999404907227
2020-05-01,23.823999404907227
2020-05-04,24.0049991607666
2020-05-05,24.0049991607666
2020-05-06,24.03499984741211
2020-05-07,24.03499984741211
2020-05-08,24.1200008392334
2020-05-11,24.149999618530273
2020-05-12,24.155000686645508
2020-05-13,24.18000030517578
2020-05-14,24.18000030517578
2020-05-15,24.18000030517578
2020-05-18,24.309999465942383
2020-05-19,24.375
2020-05-20,24.459999084472656
2020-05-21,24.459999084472656
2020-05-22,24.594999313354492
2020-05-26,24.6200008392334
2020-05-27,24.670000076293945
2020-05-28,24.62299919128418
2020-05-29,24.62299919128418
2020-06-01,24.62299919128418
2020-06-02,24.7549991607666
2020-06-03,24.7549991607666
2020-06-04,24.7549991607666
2020-06-05,24.760000228881836
2020-06-08,24.80500030517578
2020-06-09,24.850000381469727
2020-06-10,24.885000228881836
2020-06-11,24.885000228881836
2020-06-12,24.885000228881836
2020-06-15,25.030000686645508
2020-06-16,25.030000686645508
2020-06-17,24.94499969482422
2020-06-18,24.94499969482422
2020-06-19,25.0049991607666
2020-06-22,25.0049991607666
2020-06-23,25.030000686645508
2020-06-24,25.020000457763672
2020-06-25,25.030000686645508
2020-06-26,25.03499984741211
2020-06-29,25.03499984741211
2020-06-30,25.03499984741211
2020-07-01,25.079999923706055
2020-07-02,25.06999969482422
2020-07-06,25.084999084472656
2020-07-07,25.114999771118164
2020-07-08,25.104999542236328
2020-07-09,25.15999984741211
2020-07-10,25.170000076293945
2020-07-13,25.184999465942383
2020-07-14,25.219999313354492
2020-07-15,25.219999313354492
2020-07-16,25.219999313354492
2020-07-17,25.219999313354492
2020-07-20,25.329999923706055
2020-07-21,25.329999923706055
2020-07-22,25.329999923706055
2020-07-23,25.40999984741211
2020-07-24,25.434999465942383
2020-07-27,25.434999465942383
2020-07-28,25.454999923706055
2020-07-29,25.454999923706055
2020-07-30,25.454999923706055
2020-07-31,25.559999465942383
2020-08-03,25.56999969482422
2020-08-04,25.600000381469727
2020-08-05,25.635000228881836
2020-08-06,25.635000228881836
2020-08-07,25.635000228881836
2020-08-10,25.71500015258789
2020-08-11,25.709999084472656
2020-08-12,25.68000030517578
2020-08-13,25.68000030517578
2020-08-14,25.614999771118164
2020-08-17,25.614999771118164
2020-08-18,25.584999084472656
2020-08-19,25.575000762939453
2020-08-20,25.530000686645508
2020-08-21,25.514999389648438
2020-08-24,25.489999771118164
2020-08-25,25.54199981689453
2020-08-26,25.434999465942383
2020-08-27,25.47100067138672
2020-08-28,25.415000915527344
2020-08-31,25.444000244140625
2020-09-01,25.395000457763672
2020-09-02,25.375
2020-09-03,25.479999542236328
2020-09-04,25.375
2020-09-08,25.3799991607666
2020-09-09,25.3799991607666
2020-09-10,25.375
2020-09-11,25.375
2020-09-14,25.3700008392334
2020-09-15,25.3700008392334
2020-09-16,25.3700008392334
2020-09-17,25.389999389648438
2020-09-18,25.3700008392334
2020-09-21,25.3799991607666
2020-09-22,25.354999542236328
2020-09-23,25.325000762939453
2020-09-24,25.280000686645508
2020-09-25,25.309999465942383
2020-09-28,25.30500030517578
2020-09-29,25.350000381469727
2020-09-30,25.309999465942383
2020-10-01,25.270000457763672
2020-10-02,25.260000228881836
2020-10-05,25.204999923706055
2020-10-06,25.21500015258789
2020-10-07,25.170000076293945
2020-10-08,25.145000457763672
2020-10-09,25.18000030517578
2020-10-12,25.18000030517578
2020-10-13,25.145000457763672
2020-10-14,25.145000457763672
2020-10-15,25.15999984741211
2020-10-16,25.170000076293945
2020-10-19,25.125
2020-10-20,25.1200008392334
2020-10-21,25.094999313354492
2020-10-22,25.114999771118164
2020-10-23,25.170000076293945
2020-10-26,25.145000457763672
2020-10-27,25.139999389648438
2020-10-28,25.145000457763672
2020-10-29,25.145000457763672
2020-10-30,25.1299991607666
2020-11-02,25.155000686645508
2020-11-03,25.149999618530273
2020-11-04,25.344999313354492
2020-11-05,25.325000762939453
2020-11-06,25.325000762939453
2020-11-09,25.30500030517578
2020-11-10,25.30500030517578
2020-11-11,25.31999969482422
2020-11-12,25.325000762939453
2020-11-13,25.364999771118164
2020-11-16,25.3700008392334
2020-11-17,25.40999984741211
2020-11-18,25.469999313354492
2020-11-19,25.540000915527344
2020-11-20,25.594999313354492
2020-11-23,25.559999465942383
2020-11-24,25.545000076293945
2020-11-25,25.55500030517578
2020-11-27,25.59000015258789
2020-11-30,25.575000762939453
2020-12-01,25.56999969482422
2020-12-02,25.584999084472656
2020-12-03,25.614999771118164
2020-12-04,25.610000610351562
2020-12-07,25.639999389648438
2020-12-08,25.655000686645508
2020-12-09,25.65999984741211
2020-12-10,25.700000762939453
2020-12-11,25.719999313354492
2020-12-14,25.729999542236328
2020-12-15,25.719999313354492
2020-12-16,25.73200035095215
2020-12-17,25.739999771118164
2020-12-18,25.75
2020-12-21,25.725000381469727
2020-12-22,25.700000762939453
2020-12-23,25.740999221801758
2020-12-24,25.75
2020-12-28,25.809999465942383
2020-12-29,25.780000686645508
2020-12-30,25.78499984741211
2020-12-31,25.790000915527344
2021-01-04,25.790000915527344
2021-01-05,25.860000610351562
2021-01-06,25.815000534057617
2021-01-07,25.815000534057617
2021-01-08,25.780000686645508
2021-01-11,25.780000686645508
2021-01-12,25.780000686645508
2021-01-13,25.78499984741211
2021-01-14,25.780000686645508
2021-01-15,25.81999969482422
2021-01-19,25.780000686645508
2021-01-20,25.78499984741211
2021-01-21,25.790000915527344
2021-01-22,25.790000915527344
2021-01-25,25.81999969482422
2021-01-26,25.84000015258789
2021-01-27,25.8799991607666
2021-01-28,25.8799991607666
2021-01-29,25.8799991607666
2021-02-01,25.8799991607666
2021-02-02,25.8799991607666
2021-02-03,25.8799991607666
2021-02-04,25.8799991607666
2021-02-05,25.950000762939453
2021-02-08,25.959999084472656
2021-02-09,25.96500015258789
2021-02-10,25.979999542236328
2021-02-11,26.030000686645508
2021-02-12,26.0
2021-02-16,25.975000381469727
2021-02-17,25.950000762939453
2021-02-18,25.8799991607666
2021-02-19,25.764999389648438
2021-02-22,25.670000076293945
2021-02-23,25.579999923706055
2021-02-24,25.579999923706055
2021-02-25,25.3700008392334
2021-02-26,25.3700008392334
2021-03-01,25.385000228881836
2021-03-02,25.405000686645508
2021-03-03,25.389999389648438
2021-03-04,25.406999588012695
2021-03-05,25.434999465942383
2021-03-08,25.450000762939453
2021-03-09,25.520000457763672
2021-03-10,25.56999969482422
2021-03-11,25.600000381469727
2021-03-12,25.540000915527344
2021-03-15,25.579999923706055
2021-03-16,25.579999923706055
2021-03-17,25.59000015258789
2021-03-18,25.399999618530273
2021-03-19,25.450000762939453
2021-03-22,25.440000534057617
2021-03-23,25.4950008392334
2021-03-24,25.520000457763672
2021-03-25,25.53499984741211
2021-03-26,25.55500030517578
2021-03-29,25.549999237060547
2021-03-30,25.524999618530273
2021-03-31,25.524999618530273
2021-04-01,25.56999969482422
2021-04-05,25.56999969482422
2021-04-06,25.579999923706055
2021-04-07,25.594999313354492
2021-04-08,25.649999618530273
2021-04-09,25.690000534057617
2021-04-12,25.670000076293945
2021-04-13,25.684999465942383
2021-04-14,25.719999313354492
2021-04-15,25.81999969482422
2021-04-16,25.81999969482422
2021-04-19,25.770000457763672
2021-04-20,25.81999969482422
2021-04-21,25.81999969482422
2021-04-22,25.81999969482422
2021-04-23,25.854999542236328
2021-04-26,25.80500030517578
2021-04-27,25.80500030517578
2021-04-28,25.799999237060547
2021-04-29,25.75
2021-04-30,25.75
2021-05-03,25.764999389648438
2021-05-04,25.760000228881836
2021-05-05,25.809999465942383
2021-05-06,25.809999465942383
2021-05-07,25.799999237060547
2021-05-10,25.809999465942383
2021-05-11,25.809999465942383
2021-05-12,25.75
2021-05-13,25.790000915527344
2021-05-14,25.790000915527344
